ID,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,SPEED_MAX_GUST
1012710.2017.5.17,9,13.7,11.4,0.2,0
1012710.2017.5.18,8.6,13.7,11.2,0,0
1012710.2017.5.19,8.8,17,12.9,0,0
1012710.2017.5.20,10.9,19.2,15.1,0,0
1012710.2017.5.21,10.8,19.1,15,0,0
1012710.2017.5.22,12.1,21.2,16.7,0,0
1012710.2017.5.23,10.5,17.5,14,0,67
1012710.2017.5.24,9.6,15.4,12.5,0,48
1012710.2017.5.25,8.8,18.1,13.5,0,0
1012710.2017.5.26,10.4,19.8,15.1,0,0
1012710.2017.5.27,11.5,19.6,15.6,0,0
1012710.2017.5.28,10.9,19.8,15.4,0,0
1012710.2017.5.29,11.4,19.5,15.5,0,37
1012710.2017.5.30,10.8,15.8,13.3,3.6,37
1012710.2017.5.31,9.9,14.1,12,0,0
1012710.2017.6.1,10.6,17.3,14,0.2,37
1012710.2017.6.2,10.9,15.6,13.3,0.8,0
1012710.2017.6.3,11.6,16.7,14.2,0,35
1012710.2017.6.4,10.5,16,13.3,0,41
1012710.2017.6.5,8.4,17.3,12.9,0,33
1012710.2017.6.6,11.3,20.9,16.1,0,0
1012710.2017.6.7,11.6,20.5,16.1,0,0
1012710.2017.6.8,11.5,19.3,15.4,4.8,69
1012710.2017.6.9,7.9,16.1,12,0.2,0
1012710.2017.6.10,10.5,16.3,13.4,1,0
1012710.2017.6.11,11.2,17.4,14.3,0,0
1012710.2017.6.12,12,16.7,14.4,0,65
1012710.2017.6.13,10.8,16.3,13.6,0,44
1012710.2017.6.14,10.5,13.6,12.1,0,33
1012710.2017.6.15,11.1,15,13.1,5.8,32
1012710.2017.6.16,12.8,17.6,15.2,0.2,41
1012710.2017.6.17,10.4,13.4,11.9,0,32
1012710.2017.6.18,10.9,14.3,12.6,0.8,0
1012710.2017.6.19,11.9,16,14,0,0
1012710.2017.6.20,12.3,19.1,15.7,0,52
1012710.2017.6.21,11.7,17,14.4,0,46
1012710.2017.6.22,9.9,17.7,13.8,0,0
1012710.2017.6.23,11.1,19.8,15.5,0,0
1012710.2017.6.24,12.9,25.4,19.2,0,0
1012710.2017.6.25,13.7,27.4,20.6,0,33
1012710.2017.6.26,12.5,24.2,18.4,0,43
1012710.2017.6.27,11.6,17.1,14.4,0,0
1012710.2017.6.28,12.1,17.8,15,0,0
1012710.2017.6.29,11.9,17,14.5,0,0
1012710.2017.6.30,11.2,24,17.6,0,32
1012710.2017.7.1,12.5,21.8,17.2,0,43
1012710.2017.7.2,13.3,20.9,17.1,0,44
1012710.2017.7.3,12.5,16.6,14.6,0,41
1012710.2017.7.4,11.5,19.6,15.6,0,0
1012710.2017.7.5,12.5,22.4,17.5,0,0
1012710.2017.7.6,13.2,21.5,17.4,0,0
1012710.2017.7.7,13.4,20,16.7,0,52
1012710.2017.7.8,12.5,22.6,17.6,0,32
1012710.2017.7.9,14.2,21.7,18,0,37
1012710.2017.7.10,12.7,18.4,15.6,0,41
1012710.2017.7.11,12.5,19.1,15.8,0,37
1012710.2017.7.12,13.3,20.3,16.8,0,41
1012710.2017.7.13,13.7,18.1,15.9,0,33
1012710.2017.7.14,11.6,21.5,16.6,0,35
1012710.2017.7.15,13.5,20.4,17,0,46
1012710.2017.7.16,13.1,18.9,16,0,39
1012710.2017.7.17,11.7,19.4,15.6,0,0
1012710.2017.7.18,12.2,23.2,17.7,0,39
1012710.2017.7.19,13.1,21.8,17.5,0,44
1012710.2017.7.20,13.3,19.7,16.5,0,37
1012710.2017.7.21,12.6,16.8,14.7,0,0
1012710.2017.7.22,12.3,19.9,16.1,0.6,0
1012710.2017.7.23,13,,,,0
1012710.2017.7.24,12.4,21.8,17.1,0,0
1012710.2017.7.25,12.7,23.1,17.9,0,0
1012710.2017.7.26,13.6,21.8,17.7,0,37
1012710.2017.7.27,13.5,19,16.3,0,35
1012710.2017.7.28,11.9,21.6,16.8,0,32
1012710.2017.7.29,11.8,24.7,18.3,0,39
1012710.2017.7.30,15,22.7,18.9,0,33
1012710.2017.7.31,13.1,22.5,17.8,0,0
1012710.2017.8.1,13.3,21.8,17.6,0,0
1012710.2017.8.2,15.2,25.2,20.2,0,0
1012710.2017.8.3,15.1,22.8,19,0,0
1012710.2017.8.4,14.5,,,,
1012710.2017.8.8,12.6,21.3,17,0,0
1012710.2017.8.9,12.7,20,16.4,0,0
1012710.2017.8.10,12.5,20.9,16.7,0,0
1012710.2017.8.11,12.4,24.9,18.7,0,35
1012710.2017.8.12,12.6,22.3,17.5,1.4,46
1012710.2017.8.13,12.5,17.7,15.1,1.2,56
1012710.2017.8.14,13.1,18.4,15.8,0,39
1012710.2017.8.15,11.5,21.7,16.6,0,32
1012710.2017.8.16,13.5,20.8,17.2,0,46
1012710.2017.8.17,13.5,20.2,16.9,0,37
1012710.2017.8.18,14,20.2,17.1,0,50
1012710.2017.8.19,12.6,19.8,16.2,0,35
1012710.2017.8.20,13.1,21.7,17.4,0,0
1012710.2017.8.21,12.2,19.9,16.1,0,0
1012710.2017.8.22,12.8,23.5,18.2,0,39
1012710.2017.8.23,13.8,22.3,18.1,0,41
1012710.2017.8.24,13.2,19.5,16.4,0,43
1012710.2017.8.25,12,17.8,14.9,0,0
1012710.2017.8.26,11.2,19.8,15.5,0,0
1012710.2017.8.27,12.8,22.7,17.8,0,0
1012710.2017.8.28,12.9,21.8,17.4,0,0
1012710.2017.8.29,12.9,24.4,18.7,0,41
1012710.2017.8.30,13.3,21.9,17.6,0,37
1012710.2017.8.31,13.3,18.7,16,0,0
1012710.2017.9.1,11.6,20.6,16.1,0,0
1012710.2017.9.2,13.6,22,17.8,0,0
1012710.2017.9.3,14.5,24.7,19.6,0,0
1012710.2017.9.4,15.4,23.9,19.7,0,0
1012710.2017.9.5,15.1,22.7,18.9,0,32
1012710.2017.9.6,12.5,18.5,15.5,0,0
1012710.2017.9.7,12.5,21.7,17.1,0,0
1012710.2017.9.8,12.7,18.2,15.5,0.4,0
1012710.2017.9.9,12.1,16.4,14.3,5.2,0
1012710.2017.9.10,10.1,15.2,12.7,0.2,0
1012710.2017.9.11,10.7,23.5,17.1,0.2,35
1012710.2017.9.12,12.2,17.2,14.7,0,0
1012710.2017.9.13,10.5,15.4,13,0,0
1012710.2017.9.14,11.5,20.8,16.2,0,0
1012710.2017.9.15,9.4,18.3,13.9,0,0
1012710.2017.9.16,9.5,17.8,13.7,0,0
1012710.2017.9.17,10.7,16.5,13.6,0.6,33
1012710.2017.9.18,10,13.1,11.6,2,33
1012710.2017.9.19,10.6,14.1,12.4,2,0
1012710.2017.9.20,9.1,14,11.6,0,0
1012710.2017.9.21,9.2,14.6,11.9,0.2,0
1012710.2017.9.22,11.2,16.2,13.7,0,0
1012710.2017.9.23,11.6,15.8,13.7,0,0
1012710.2017.9.24,10.1,19.1,14.6,0,0
1012710.2017.9.25,11.3,14.8,13.1,3.4,0
1012710.2017.9.26,11.4,16.6,14,0,0
1012710.2017.9.27,10.9,22.9,16.9,0.2,0
1012710.2017.9.28,11.8,23.7,17.8,0,0
1012710.2017.9.29,12.6,18.7,15.7,0.6,59
1012710.2017.9.30,11.2,14.3,12.8,3,41
1012710.2017.10.1,8.8,12.5,10.7,0,0
1012710.2017.10.2,7.8,16.2,12,0,0
1012710.2017.10.3,8.4,18.5,13.5,0,0
1012710.2017.10.4,7,16.7,11.9,0,0
1012710.2017.10.5,6.4,14.9,10.7,0,0
1012710.2017.10.6,6.3,14.6,10.5,5.4,46
1012710.2017.10.7,10.8,13.9,12.4,0,44
1012710.2017.10.8,7,14.3,10.7,0,0
1012710.2017.10.9,6.1,10.9,8.5,0,0
1012710.2017.10.10,7.1,12.4,9.8,0,54
1012710.2017.10.11,6.6,10.5,8.6,1.6,0
1012710.2017.10.12,7.9,10.8,9.4,1.4,0
1012710.2017.10.13,5.6,10.5,8.1,2.4,0
1012710.2017.10.14,4,10.5,7.3,0,0
1012710.2017.10.15,6.8,12.4,9.6,0,0
1012710.2017.10.16,9.9,11.4,10.7,0.8,0
1012710.2017.10.17,9.3,12.9,11.1,11,61
1012710.2017.10.18,6.8,13.5,10.2,45,61
1012710.2017.10.19,8.9,11.6,10.3,10.4,0
1012710.2017.10.20,7.4,11.3,9.4,3.2,50
1012710.2017.10.21,8.6,13.2,10.9,20.2,44
1012710.2017.10.22,9.9,14.2,12.1,9.2,61
1012710.2017.10.23,8.3,14,11.2,0,0
1012710.2017.10.24,7.3,16.9,12.1,0,0
1012710.2017.10.25,7.8,16.3,12.1,0,44
1012710.2017.10.26,7.2,14.9,11.1,0.2,0
1012710.2017.10.27,7.4,17.9,12.7,0,37
1012710.2017.10.28,7,13.1,10.1,0,0
1012710.2017.10.29,6.5,18.8,12.7,0,43
1012710.2017.10.30,6.3,15.9,11.1,0,44
1012710.2017.10.31,4.2,11.7,8,0,33
1012710.2017.11.1,8.2,13.8,11,0,41
1012710.2017.11.2,1,9.7,5.4,10.6,56
1012710.2017.11.3,0.7,4.5,2.6,2,54
1012710.2017.11.4,0.4,4.6,2.5,3,32
1012710.2017.11.5,1.3,6.1,3.7,1.8,48
1012710.2017.11.6,1.3,6.3,3.8,0,0
1012710.2017.11.7,3,8.1,5.6,0,32
1012710.2017.11.8,6.6,11.1,8.9,0.8,37
1012710.2017.11.9,6.9,9.5,8.2,2.4,32
1012710.2017.11.10,6.8,10.1,8.5,0,0
1012710.2017.11.11,7.3,9.7,8.5,0.6,0
1012710.2017.11.12,8.4,9.9,9.2,17.6,0
1012710.2017.11.13,8.4,10.6,9.5,13.6,48
1012710.2017.11.14,6.7,10,8.4,16,35
1012710.2017.11.15,5.9,10.1,8,9,37
1012710.2017.11.16,4.4,8.3,6.4,4.4,0
1012710.2017.11.17,4.3,8.3,6.3,1.8,35
1012710.2017.11.18,4.9,9.2,7.1,0.2,0
1012710.2017.11.19,6.4,9.9,8.2,10.4,0
1012710.2017.11.20,4.5,9.9,7.2,7.8,39
1012710.2017.11.21,3.5,9,6.3,16,0
1012710.2017.11.22,7.3,,,,0
1012710.2017.11.23,9.6,15.6,12.6,9.6,54
1012710.2017.11.24,7.5,9.7,8.6,1.4,43
1012710.2017.11.25,6.6,10.5,8.6,2.2,0
1012710.2017.11.26,5.7,12.6,9.2,7,56
1012710.2017.11.27,4.9,9.3,7.1,0.8,37
1012710.2017.11.28,6.2,8.2,7.2,1.2,33
1012710.2017.11.29,6,8.2,7.1,0,0
1012710.2017.11.30,6.9,8.6,7.8,7.2,0
1012710.2017.12.1,5.9,8.7,7.3,13.6,0
1012710.2017.12.2,5,8.2,6.6,0.8,32
1012710.2017.12.3,3.4,6.6,5,0.2,0
1012710.2017.12.4,1.3,6.4,3.9,0,0
1012710.2017.12.5,2,6.8,4.4,0,0
1012710.2017.12.6,3.7,9.1,6.4,0,33
1012710.2017.12.7,2.6,9,5.8,0,0
1012710.2017.12.8,2.2,7.6,4.9,0,0
1012710.2017.12.9,1,8.4,4.7,0.2,0
1012710.2017.12.10,2.7,9.8,6.3,0,0
1012710.2017.12.11,2.1,8.2,5.2,0,0
1012710.2017.12.12,2.8,9.9,6.4,0,0
1012710.2017.12.13,2.7,10.7,6.7,0,0
1012710.2017.12.14,3.8,9.9,6.9,0,0
1012710.2017.12.15,3.9,8.9,6.4,0.4,0
1012710.2017.12.16,2.9,8.3,5.6,3.8,0
1012710.2017.12.17,6,10.8,8.4,13,48
1012710.2017.12.18,5.7,10.6,8.2,5,39
1012710.2017.12.19,1.5,5.7,3.6,38,48
1012710.2017.12.20,0.9,6.1,3.5,0,32
1012710.2017.12.21,-0.6,4.4,1.9,,0
1012710.2017.12.22,2.3,4.5,3.4,0.8,37
1012710.2017.12.23,0.7,2.9,1.8,0,44
1012710.2017.12.24,-0.1,2.2,1.1,,0
1012710.2017.12.25,-0.1,3.5,1.7,,0
1012710.2017.12.26,2.1,3.5,2.8,0.2,0
1012710.2017.12.27,2,5.5,3.8,0,0
1012710.2017.12.28,4.1,8.6,6.4,12.8,0
1012710.2017.12.29,3.2,7.4,5.3,14.2,57
1012710.2017.12.30,2.9,8.2,5.6,2.8,72
1012710.2017.12.31,2.2,4.3,3.3,0,33
1012710.2018.1.1,2,5.2,3.6,0,32
1012710.2018.1.2,2.9,5.4,4.2,0,0
1012710.2018.1.3,2.3,6.5,4.4,0,0
1012710.2018.1.4,2.8,6.9,4.9,0,0
1012710.2018.1.5,6.3,9.1,7.7,1.8,0
1012710.2018.1.6,5.5,8.7,7.1,0,37
1012710.2018.1.7,4.9,7.9,6.4,9,0
1012710.2018.1.8,6.7,8.1,7.4,4,0
1012710.2018.1.9,6.4,8.1,7.3,2.4,39
1012710.2018.1.10,5.7,7.4,6.6,0.6,39
1012710.2018.1.11,3.9,6.9,5.4,29.2,35
1012710.2018.1.12,3.8,7.8,5.8,1,0
1012710.2018.1.13,6.7,8.5,7.6,0.8,0
1012710.2018.1.14,6.6,10.6,8.6,0,33
1012710.2018.1.15,7.4,11.1,9.3,0,33
1012710.2018.1.16,5.5,11.9,8.7,0.4,0
1012710.2018.1.17,6.7,11.9,9.3,7,35
1012710.2018.1.18,6.1,10.8,8.5,2.8,41
1012710.2018.1.19,4.4,7.5,6,1.8,32
1012710.2018.1.20,4.9,8.2,6.6,3.6,39
1012710.2018.1.21,5.4,9.6,7.5,6.4,56
1012710.2018.1.22,4,8.5,6.3,7.8,44
1012710.2018.1.23,4.1,7.9,6,15.8,43
1012710.2018.1.24,3.8,8.7,6.3,1.8,46
1012710.2018.1.25,3.7,7,5.4,1,44
1012710.2018.1.26,3.8,6.6,5.2,1.4,39
1012710.2018.1.27,4.9,8.5,6.7,3.8,61
1012710.2018.1.28,6.2,9.3,7.8,9.6,0
1012710.2018.1.29,7.2,9.7,8.5,20.2,50
1012710.2018.1.30,4.6,8.3,6.5,6.4,54
1012710.2018.1.31,3.5,6.1,4.8,3.2,0
1012710.2018.2.1,4.4,7.5,6,10,0
1012710.2018.2.2,6.3,11.3,8.8,5,46
1012710.2018.2.3,8.5,11.2,9.9,1,37
1012710.2018.2.4,8.7,11.9,10.3,0.2,54
1012710.2018.2.5,7.4,10.6,9,0,52
1012710.2018.2.6,3.8,8.5,6.2,0.6,0
1012710.2018.2.7,7.7,9.1,8.4,0.4,0
1012710.2018.2.8,6.9,10.6,8.8,0,46
1012710.2018.2.9,3.4,7.6,5.5,0.2,0
1012710.2018.2.10,1.9,5.7,3.8,0,0
1012710.2018.2.11,2.9,6.7,4.8,0,43
1012710.2018.2.12,0.4,5.5,3,,50
1012710.2018.2.13,0,6.8,3.4,,33
1012710.2018.2.14,2.4,7.2,4.8,2,0
1012710.2018.2.15,1.1,6.5,3.8,0,0
1012710.2018.2.16,4.7,8,6.4,16.8,41
1012710.2018.2.17,4,7.8,5.9,21.2,76
1012710.2018.2.18,0.4,5.6,3,,65
1012710.2018.2.19,-1,1.9,0.5,,57
1012710.2018.2.20,-1.6,2.6,0.5,,0
1012710.2018.2.21,-1,1.8,0.4,,
1012710.2018.2.22,,,,,0
1012710.2018.2.23,-1.8,4.4,1.3,,33
1012710.2018.2.24,1.5,7.5,4.5,3,50
1012710.2018.2.25,2.4,6.9,4.7,7.2,63
1012710.2018.2.26,-1,6.9,3,,32
1012710.2018.2.27,4.6,8.3,6.5,0.6,52
1012710.2018.2.28,5.1,7.1,6.1,0.2,43
1012710.2018.3.1,3.6,8.8,6.2,0.2,48
1012710.2018.3.2,2.5,6.5,4.5,5,0
1012710.2018.3.3,2.6,7.9,5.3,0,0
1012710.2018.3.4,1.2,7.9,4.6,0,37
1012710.2018.3.5,4.1,7.8,6,0,33
1012710.2018.3.6,2.5,9.4,6,0,0
1012710.2018.3.7,2.7,8,5.4,0,0
1012710.2018.3.8,5,9.6,7.3,1.2,43
1012710.2018.3.9,3.9,9.6,6.8,0.6,50
1012710.2018.3.10,2.3,10.1,6.2,0,0
1012710.2018.3.11,4,13.8,8.9,0,0
1012710.2018.3.12,5.9,16.7,11.3,0,33
1012710.2018.3.13,8.4,14,11.2,0.6,33
1012710.2018.3.14,5.6,10.4,8,0,44
1012710.2018.3.15,3.7,10.7,7.2,0,32
1012710.2018.3.16,2.2,9.7,6,0,0
1012710.2018.3.17,2.4,12,7.2,0,0
1012710.2018.3.18,5.3,10.3,7.8,0.2,0
1012710.2018.3.19,2,9.5,5.8,0,0
1012710.2018.3.20,2.8,9.4,6.1,0.2,35
1012710.2018.3.21,4.3,10.7,7.5,0,0
1012710.2018.3.22,4.1,9.1,6.6,1,56
1012710.2018.3.23,3.8,8,5.9,0.2,0
1012710.2018.3.24,4,,,,33
1012710.2018.3.25,0.9,8.2,4.6,0,41
1012710.2018.3.26,5.9,,,,
1012710.2018.5.14,11.8,19.2,15.5,0,
1012710.2018.5.15,12.3,18.6,15.4,0,
1012710.2018.5.16,11.5,17,14.2,0,
1012710.2018.5.17,11.2,16.4,13.8,0,
1012710.2018.5.18,10.7,13.7,12.2,0,
1012710.2018.5.19,11.2,17.4,14.3,0,36
1012710.2018.5.20,12.4,16,14.2,0,44
1012710.2018.5.21,11.3,14.9,13.1,0,
1012710.2018.5.22,10.3,18.6,14.4,0,
1012710.2018.5.23,11.3,21.3,16.3,0,43
1012710.2018.5.24,12.2,16,14.1,0,42
1012710.2018.5.25,10.6,17.1,13.9,0,45
1012710.2018.5.26,11.2,17.2,14.2,0,42
1012710.2018.5.27,10.7,18.2,14.5,0,39
1012710.2018.5.28,11,17.2,14.1,0,54
1012710.2018.5.29,10.5,14.6,12.5,0,53
1012710.2018.5.30,8.7,14.6,11.7,0,39
1012710.2018.5.31,10.4,15.7,13.1,0,55
1012710.2018.6.1,10.3,13.2,11.8,0,36
1012710.2018.6.2,10.7,14.7,12.7,0.2,
1012710.2018.6.3,11.7,14.5,13.1,0.4,44
1012710.2018.6.4,9.2,16,12.6,0.2,41
1012710.2018.6.5,10,15.5,12.8,0,
1012710.2018.6.6,9.4,16.2,12.8,0,
1012710.2018.6.7,12,15.5,13.7,0,
1012710.2018.6.8,10.7,15.1,12.9,3.6,33
1012710.2018.6.9,8.6,16,12.3,0,44
1012710.2018.6.10,10,14.3,12.1,0,40
1012710.2018.6.11,7.9,17.7,12.8,0,38
1012710.2018.6.12,9,17.1,13.1,0,
1012710.2018.6.13,11,16.3,13.7,2.4,44
1012710.2018.6.14,11.3,16.8,14,0.2,37
1012710.2018.6.15,10.5,18.5,14.5,0,
1012710.2018.6.16,11.4,22.3,16.9,0,
1012710.2018.6.17,11.6,22.4,17,0,
1012710.2018.6.18,12.9,28.5,20.7,0,38
1012710.2018.6.19,11.3,21.7,16.5,0,36
1012710.2018.6.20,11.5,22.6,17,0,31
1012710.2018.6.21,13.2,19.7,16.5,0,42
1012710.2018.6.22,12.8,18.4,15.6,0,48
1012710.2018.6.23,12.4,16.2,14.3,0,34
1012710.2018.6.24,11.4,21.8,16.6,5.2,31
1012710.2018.6.25,12.7,17.3,15,0.2,44
1012710.2018.6.26,12.2,18,15.1,0,
1012710.2018.6.27,11.3,18.2,14.7,0,37
1012710.2018.6.28,12.4,16.3,14.3,0,45
1012710.2018.6.29,11.5,15.2,13.3,0,
1012710.2018.6.30,11.4,17.3,14.4,1.8,51
1012710.2018.7.1,13.1,16.5,14.8,0.2,60
1012710.2018.7.2,12.1,18.1,15.1,0,41
1012710.2018.7.3,10.5,16,13.2,0,
1012710.2018.7.4,11.5,25,18.2,0,39
1012710.2018.7.5,13.8,24,18.9,0,36
1012710.2018.7.6,12.5,22.4,17.4,0,41
1012710.2018.7.7,14.7,18.1,16.4,0,34
1012710.2018.7.8,12.3,19.9,16.1,0,
1012710.2018.7.9,14.5,19.7,17.1,0,34
1012710.2018.7.10,14,21.3,17.6,0,
1012710.2018.7.11,13.3,19.8,16.5,0,
1012710.2018.7.12,12.5,20.4,16.5,0,
1012710.2018.7.13,12,19.2,15.6,0,
1012710.2018.7.14,11.6,22.6,17.1,0,
1012710.2018.7.15,13.2,22.9,18,0,
1012710.2018.7.16,12.2,23.4,17.8,0,
1012710.2018.7.17,12.2,23,17.6,0,38
1012710.2018.7.18,11.6,22.1,16.9,0,50
1012710.2018.7.19,13.7,18.4,16,0,41
1012710.2018.7.20,12.3,16.6,14.4,0,35
1012710.2018.7.21,12,17.2,14.6,0,
1012710.2018.7.22,12.9,21,16.9,0,
1012710.2018.7.23,12.9,23.8,18.3,0,
1012710.2018.7.24,13.4,22.1,17.8,0,
1012710.2018.7.25,13.1,24.7,18.9,0,
1012710.2018.7.26,12.6,20.5,16.6,0,
1012710.2018.7.27,13.4,24.3,18.9,0,
1012710.2018.7.28,13.2,21.5,17.3,0,
1012710.2018.7.29,11.9,23.6,17.8,0,
1012710.2018.7.30,12.8,24.7,18.8,0,
1012710.2018.7.31,13.5,23.8,18.6,0,39
1012710.2018.8.1,13.3,18.1,15.7,0,51
1012710.2018.8.2,13.2,17.4,15.3,0,37
1012710.2018.8.3,14,19.6,16.8,0,
1012710.2018.8.4,13.4,17.8,15.6,0,
1012710.2018.8.5,12.6,20,16.3,0,
1012710.2018.8.6,13.9,24.1,19,0,
1012710.2018.8.7,13.7,20.2,17,0,
1012710.2018.8.8,12.7,23.8,18.2,0,
1012710.2018.8.9,12.8,23.7,18.3,0,
1012710.2018.8.10,13,25.8,19.4,0,39
1012710.2018.8.11,14.1,19.8,16.9,2,37
1012710.2018.8.12,12.7,17.8,15.3,0,
1012710.2018.8.13,11.9,18.2,15.1,0,
1012710.2018.8.14,12.7,21.1,16.9,0,
1012710.2018.8.15,12.5,20.8,16.6,0,
1012710.2018.8.16,12.8,22.3,17.6,0,32
1012710.2018.8.17,12.6,16.4,14.5,0,
1012710.2018.8.18,11.7,17.3,14.5,0,
1012710.2018.8.19,12.4,18.3,15.4,0,
1012710.2018.8.20,11.8,23.2,17.5,0,
1012710.2018.8.21,13.5,21.6,17.5,0,
1012710.2018.8.22,12.6,20.8,16.7,0,35
1012710.2018.8.23,12.6,16.2,14.4,0,37
1012710.2018.8.24,12.6,15.5,14.1,0,
1012710.2018.8.25,12.2,16.6,14.4,0,
1012710.2018.8.26,12.7,17.6,15.1,0,37
1012710.2018.8.27,12.2,20.4,16.3,0,
1012710.2018.8.28,12.1,17.3,14.7,0,
1012710.2018.8.29,12.2,19.6,15.9,0,50
1012710.2018.8.30,13.1,21.9,17.5,0,37
1012710.2018.8.31,13,17.9,15.4,0,57
1012710.2018.9.1,13.2,17.8,15.5,0,32
1012710.2018.9.2,10.6,20.3,15.5,0,38
1012710.2018.9.3,12.8,17.2,15,0,31
1012710.2018.9.4,10.1,17.5,13.8,0,
1012710.2018.9.5,10.7,19.4,15.1,0,
1012710.2018.9.6,11.5,24.1,17.8,0,38
1012710.2018.9.7,12.3,20.3,16.3,7.4,33
1012710.2018.9.8,11.3,16.4,13.9,1.6,
1012710.2018.9.9,12,16.1,14.1,4.4,
1012710.2018.9.10,10,16.7,13.4,0.2,
1012710.2018.9.11,10.6,15.8,13.2,1.6,
1012710.2018.9.12,11.3,16,13.7,0,
1012710.2018.9.13,10.1,13.9,12,0,36
1012710.2018.9.14,10.1,13.7,11.9,0.2,
1012710.2018.9.15,10.7,13.8,12.3,2.6,
1012710.2018.9.16,11.2,14.7,13,4,46
1012710.2018.9.17,7.9,14.9,11.4,0,
1012710.2018.9.18,7.4,13.3,10.3,0,
1012710.2018.9.19,8.2,16.7,12.5,0,36
1012710.2018.9.20,11.5,14.2,12.8,2,
1012710.2018.9.21,11.3,17.7,14.5,5,
1012710.2018.9.22,11.6,17.5,14.5,3.6,53
1012710.2018.9.23,11,15.5,13.2,0,
1012710.2018.9.24,9.7,16.9,13.3,0,
1012710.2018.9.25,9,15.1,12.1,0,
1012710.2018.9.26,9.2,17.4,13.3,0,
1012710.2018.9.27,10.4,16.9,13.7,0,
1012710.2018.9.28,11.5,22.3,16.9,0,35
1012710.2018.9.29,12.1,19.1,15.6,0,47
1012710.2018.9.30,11.1,15.3,13.2,4.6,
1012710.2018.10.1,10.9,13.3,12.1,1.6,
1012710.2018.10.2,9.4,14.6,12,0,52
1012710.2018.10.3,7.1,10.5,8.8,0,31
1012710.2018.10.4,5.2,12.2,8.7,0,
1012710.2018.10.5,6.8,10.4,8.6,6.4,
1012710.2018.10.6,5.9,11.2,8.6,0,
1012710.2018.10.7,8.7,10.9,9.8,6,
1012710.2018.10.8,10.2,11.6,10.9,1.4,
1012710.2018.10.9,9.5,14.7,12.1,0.2,
1012710.2018.10.10,8.4,15.5,12,0,
1012710.2018.10.11,6.9,15,11,0,
1012710.2018.10.12,6.9,11.7,9.3,0,
1012710.2018.10.13,6.6,14.3,10.5,0.2,
1012710.2018.10.14,7.7,16.1,11.9,0,
1012710.2018.10.15,5.6,17.4,11.5,0,
1012710.2018.10.16,7.2,18.8,13,0,
1012710.2018.10.17,7.5,18.8,13.2,0,
1012710.2018.10.18,7.3,14.7,11,0,
1012710.2018.10.19,6.4,13.2,9.8,0,
1012710.2018.10.20,5.5,12.7,9.1,0.2,
1012710.2018.10.21,6.1,12.4,9.2,0.2,
1012710.2018.10.22,5.5,8.3,6.9,0.2,
1012710.2018.10.23,5.4,11.1,8.2,0.6,
1012710.2018.10.24,5.7,12.9,9.3,0.6,
1012710.2018.10.25,10.6,12.9,11.8,1,
1012710.2018.10.26,9.9,15.2,12.5,4,45
1012710.2018.10.27,5,11.1,8.1,13.4,31
1012710.2018.10.28,9,13.6,11.3,6.4,45
1012710.2018.10.29,5.8,10.3,8.1,3.2,
1012710.2018.10.30,7.1,11.8,9.4,7,
1012710.2018.10.31,9.2,14.9,12,0.4,33
1012710.2018.11.1,10.1,15.3,12.7,26.4,36
1012710.2018.11.2,10.9,14.7,12.8,16.2,61
1012710.2018.11.3,10,13.1,11.6,14.4,35
1012710.2018.11.4,9.8,14,11.9,16.8,58
1012710.2018.11.5,10.3,12.8,11.5,0,41
1012710.2018.11.6,6.5,12.8,9.7,0.2,32
1012710.2018.11.7,4.9,11.8,8.4,0,
1012710.2018.11.8,3.6,9.8,6.7,0,
1012710.2018.11.9,3.6,8.5,6.1,4,
1012710.2018.11.10,4.5,10,7.2,0.2,
1012710.2018.11.11,3.7,9.6,6.6,0.2,
1012710.2018.11.12,5.9,10.7,8.3,0,31
1012710.2018.11.13,4.7,9.4,7.1,5.2,
1012710.2018.11.14,8.1,14.5,11.3,4.8,45
1012710.2018.11.15,7.4,13.3,10.4,0,38
1012710.2018.11.16,6.6,13.6,10.1,0,
1012710.2018.11.17,5,9.3,7.1,0,36
1012710.2018.11.18,4,9.4,6.7,0,
1012710.2018.11.19,3,10.3,6.7,0,
1012710.2018.11.20,3.2,10.7,7,0,
1012710.2018.11.21,7.1,10.2,8.7,4.8,
1012710.2018.11.22,5.4,10.1,7.7,7,39
1012710.2018.11.23,5.5,8.9,7.2,13.4,39
1012710.2018.11.24,3.6,8.8,6.2,0,
1012710.2018.11.25,6.8,8.4,7.6,0.2,
1012710.2018.11.26,8.3,10.4,9.3,12.8,
1012710.2018.11.27,8.4,13.8,11.1,9.6,43
1012710.2018.11.28,5.9,10.8,8.4,2.6,
1012710.2018.11.29,7.2,9.3,8.2,0,
1012710.2018.11.30,4.4,8.8,6.6,0.2,
1012710.2018.12.1,5.6,7.8,6.7,0.2,
1012710.2018.12.2,3.4,7.8,5.6,0,
1012710.2018.12.3,2.8,6.9,4.9,0,35
1012710.2018.12.4,2.1,5.3,3.7,0,34
1012710.2018.12.5,0.6,7.2,3.9,0,35
1012710.2018.12.6,0.9,5.3,3.1,0,
1012710.2018.12.7,1.3,6,3.7,0,
1012710.2018.12.8,4.3,7.8,6,0,
1012710.2018.12.9,6.2,9.6,7.9,2.2,
1012710.2018.12.10,5.7,9.2,7.5,4,
