ID,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,SPEED_MAX_GUST
1012710.2021.10.27,9.2,12.7,10.9,2,52
1012710.2021.10.28,8.4,9.9,9.1,47.6,
1012710.2021.10.29,5.4,11.2,8.3,1.8,
1012710.2021.10.30,5.3,11.3,8.3,0,40
1012710.2021.10.31,6.5,11.5,9,0,38
1012710.2021.11.1,7,9.7,8.4,1.2,35
1012710.2021.11.2,6.3,11.5,8.9,7,35
1012710.2021.11.3,10.3,12.3,11.3,5.4,
1012710.2021.11.4,10.4,12.7,11.5,4.4,55
1012710.2021.11.5,6.6,11.2,8.9,0.8,56
1012710.2021.11.6,6.2,9.9,8,0.4,46
1012710.2021.11.7,4.3,8.7,6.5,5.6,52
1012710.2021.11.8,5.3,11,8.1,0.2,34
1012710.2021.11.9,6.5,11.8,9.1,9.2,93
1012710.2021.11.10,5.3,9.7,7.5,2.4,
1012710.2021.11.11,6.9,10.3,8.6,6.4,
1012710.2021.11.12,9.6,13.8,11.7,2.6,39
1012710.2021.11.13,7.1,11.1,9.1,12.2,37
1012710.2021.11.14,7.9,15.6,11.7,29.8,70
1012710.2021.11.15,6.9,11.4,9.2,60.8,73
1012710.2021.11.16,3.1,10,6.5,0,43
1012710.2021.11.17,1.7,6.7,4.2,0,34
1012710.2021.11.18,3.9,6.1,5,6.2,36
1012710.2021.11.19,3.6,8.7,6.2,0.2,
1012710.2021.11.20,1.8,8.8,5.3,0,
1012710.2021.11.21,4.2,8.9,6.5,0,
1012710.2021.11.22,2.8,8.8,5.8,0.6,
1012710.2021.11.23,5.8,10.1,7.9,2,42
1012710.2021.11.24,2.5,7.8,5.2,0,
1012710.2021.11.25,6.4,8.9,7.7,36.6,
1012710.2021.11.26,7.9,11.9,9.9,0.8,
1012710.2021.11.27,7.3,10.8,9,21.2,
1012710.2021.11.28,9.7,13.3,11.5,12,40
1012710.2021.11.29,8.3,11.7,10,2.2,
1012710.2021.11.30,8.5,12.3,10.4,10,
1012710.2021.12.1,9.9,14,11.9,0.2,52
1012710.2021.12.2,3,11.3,7.2,0.2,32
1012710.2021.12.3,1.8,6.2,4,0,
1012710.2021.12.4,1.5,5.1,3.3,2.4,
1012710.2021.12.5,0.1,4.7,2.4,,
1012710.2021.12.6,1.4,4.6,3,2,
1012710.2021.12.7,4.2,7.4,5.8,0.4,
1012710.2021.12.8,4.4,9,6.7,2,53
1012710.2021.12.9,3.4,7,5.2,2.4,33
1012710.2021.12.10,1.5,7.4,4.4,7.2,36
1012710.2021.12.11,5.2,9,7.1,36.4,63
1012710.2021.12.12,1.6,6.7,4.1,9.2,43
1012710.2021.12.13,3.1,6.3,4.7,0.8,31
1012710.2021.12.14,1.2,5.9,3.5,0.2,
1012710.2021.12.15,4.2,7,5.6,0,52
1012710.2021.12.16,3.4,6.8,5.1,0.2,
1012710.2021.12.17,2.2,4.9,3.5,1.8,
1012710.2021.12.18,4.4,8.5,6.4,37.8,51
1012710.2021.12.19,1.6,6.5,4.1,0,
1012710.2021.12.20,1.3,4,2.7,0,35
1012710.2021.12.21,1.3,3.1,2.2,0.8,
1012710.2021.12.22,2.9,8.6,5.7,11.4,31
1012710.2021.12.23,3.5,5.9,4.7,0.8,42
1012710.2021.12.24,1.2,5.9,3.5,1.8,39
1012710.2021.12.25,-2.4,3.8,0.7,,44
1012710.2021.12.26,-6.9,-2,-4.5,,45
1012710.2021.12.27,-8.1,-4.2,-6.1,,35
1012710.2021.12.28,-4.8,-2.2,-3.5,,31
1012710.2021.12.29,-3.7,-0.7,-2.2,,32
1012710.2021.12.30,-3.4,1.3,-1.1,,41
1012710.2021.12.31,-4.4,0.3,-2,,32
1012710.2022.1.1,-4.3,2.4,-1,,
1012710.2022.1.2,1.9,8.9,5.4,7,
1012710.2022.1.3,1.3,5.9,3.6,6.2,48
1012710.2022.1.4,0.8,6.2,3.5,3.8,38
1012710.2022.1.5,-0.4,3,1.3,,33
1012710.2022.1.6,-0.2,4.2,2,,40
1012710.2022.1.7,2.3,8.2,5.3,5.2,61
1012710.2022.1.8,0.3,5.4,2.9,1.2,
1012710.2022.1.9,3.1,8.3,5.7,0,
1012710.2022.1.10,3.1,9,6,0.6,
1012710.2022.1.11,6.7,12.2,9.4,20,
1012710.2022.1.12,6.3,10.2,8.3,17.2,
1012710.2022.1.13,6,9.4,7.7,1,
1012710.2022.1.14,6.7,8.6,7.6,0,
1012710.2022.1.15,5.2,6.9,6,0.4,
1012710.2022.1.16,5.6,6.5,6,0,
1012710.2022.1.17,5.3,7.2,6.3,4.2,
1012710.2022.1.18,5.9,8,6.9,1.8,
1012710.2022.1.19,7.2,8.9,8,0.6,
1012710.2022.1.20,7.5,10.4,9,2.2,63
1012710.2022.1.21,3,7.6,5.3,0,33
1012710.2022.1.22,3.2,8.1,5.7,0,
1012710.2022.1.23,2,4.1,3.1,0,
1012710.2022.1.24,2.6,6.2,4.4,0,
1012710.2022.1.25,2.7,5.1,3.9,0,
1012710.2022.1.26,0.7,5.9,3.3,0,
1012710.2022.1.27,0.6,8.4,4.5,0,
1012710.2022.1.28,0.5,5.1,2.8,0,
1012710.2022.1.29,1.7,6.7,4.2,0.6,
1012710.2022.1.30,4.9,7.5,6.2,5.6,55
1012710.2022.1.31,3.3,8.1,5.7,0,58
1012710.2022.2.1,-0.4,6.5,3,,
1012710.2022.2.2,1,5,3,0.2,
1012710.2022.2.3,4.5,7.4,6,0.6,
1012710.2022.2.4,6.3,10,8.1,0.2,55
1012710.2022.2.5,4.9,8.5,6.7,0,43
1012710.2022.2.6,3.3,9.3,6.3,0,
1012710.2022.2.7,2.7,10.5,6.6,0.4,57
1012710.2022.2.8,6.1,8.1,7.1,0.6,
1012710.2022.2.9,6.3,8.8,7.5,0,
1012710.2022.2.10,5.9,8.7,7.3,0.2,
1012710.2022.2.11,4.7,11.3,8,0,
1012710.2022.2.12,3.2,12.1,7.6,0,
1012710.2022.2.13,1.8,9.1,5.4,0,
1012710.2022.2.14,4.6,9.7,7.2,0.2,
1012710.2022.2.15,2.6,9.3,6,0,41
1012710.2022.2.16,2.2,9.9,6,0,
1012710.2022.2.17,3.5,10,6.7,0,36
1012710.2022.2.18,2.7,7.8,5.3,0,
1012710.2022.2.19,3,9,6,0,59
1012710.2022.2.20,4.5,8,6.3,2.4,38
1012710.2022.2.21,0.4,5.5,3,,57
1012710.2022.2.22,-1.6,1.1,-0.2,,66
1012710.2022.2.23,-1.8,3.8,1,,38
1012710.2022.2.24,0.1,4.5,2.3,,
1012710.2022.2.25,-1.1,6.4,2.7,,
1012710.2022.2.26,1.9,8,5,0,34
1012710.2022.2.27,6.4,10.7,8.6,9.6,40
1012710.2022.2.28,7.3,9.5,8.4,26.2,
1012710.2022.3.1,6.2,9.7,8,4,
1012710.2022.3.2,6,10.5,8.2,1.2,
1012710.2022.3.3,2.6,9.8,6.2,0.8,
1012710.2022.3.4,3.5,9.4,6.4,0,
1012710.2022.3.5,1.7,9.7,5.7,0.2,
1012710.2022.3.6,2,8.3,5.1,0,
1012710.2022.3.7,3.5,8.9,6.2,0,
1012710.2022.3.8,4.7,11.1,7.9,0.8,
1012710.2022.3.9,1.3,7.9,4.6,0,53
1012710.2022.3.10,-0.7,6.9,3.1,,
1012710.2022.3.11,3.7,8.1,5.9,0.4,
1012710.2022.3.12,4.7,7.7,6.2,0.4,
1012710.2022.3.13,7.1,11.3,9.2,0.4,39
1012710.2022.3.14,6.6,9.6,8.1,6.6,36
1012710.2022.3.15,5.6,10.4,8,4.4,46
1012710.2022.3.16,6.4,8.4,7.4,0,
1012710.2022.3.17,5.9,8.1,7,9.8,
1012710.2022.3.18,6.8,10,8.4,0,
1012710.2022.3.19,5.2,9.1,7.2,0.6,53
1012710.2022.3.20,4.7,8.3,6.5,0.6,
1012710.2022.3.21,6.1,8,7.1,4.4,
1012710.2022.3.22,7.6,11.4,9.5,1,
1012710.2022.3.23,7.6,12.3,9.9,0.6,51
1012710.2022.3.24,3,11,7,0,
1012710.2022.3.25,5.2,10.2,7.7,0,
1012710.2022.3.26,7.2,11.7,9.5,2.4,
1012710.2022.3.27,8.6,13.3,10.9,0.2,
1012710.2022.3.28,7,11,9,3.2,
1012710.2022.3.29,4.9,12.5,8.7,0.2,35
1012710.2022.3.30,7,10.2,8.6,0,51
1012710.2022.3.31,4.6,11.2,7.9,0,33
1012710.2022.4.1,5.9,8.2,7,0.4,
1012710.2022.4.2,6.8,10.5,8.7,0,42
1012710.2022.4.3,6.8,10.1,8.4,6.4,
1012710.2022.4.4,4.7,9.2,6.9,29.8,82
1012710.2022.4.5,5.3,9.8,7.5,3.2,64
1012710.2022.4.6,1.5,11.8,6.7,0,
1012710.2022.4.7,8.1,15.5,11.8,0,
1012710.2022.4.8,7.6,14.2,10.9,0.2,64
1012710.2022.4.9,4.9,8.5,6.7,1.6,61
1012710.2022.4.10,2.2,7.2,4.7,7.2,
1012710.2022.4.11,2.7,12.1,7.4,1.2,46
1012710.2022.4.12,1.8,8.3,5,2.6,
1012710.2022.4.13,3.5,8.8,6.2,0,
1012710.2022.4.14,4.6,9.1,6.9,0,
1012710.2022.4.15,1.4,8.4,4.9,0,
1012710.2022.4.16,3.6,8.8,6.2,0,36
1012710.2022.4.17,2.6,11.6,7.1,0,
1012710.2022.4.18,5.4,11.2,8.3,0.4,51
1012710.2022.4.19,5.8,9.1,7.5,0,39
1012710.2022.4.20,4.1,10.6,7.4,0.4,35
1012710.2022.4.21,5.4,12,8.7,0.6,
1012710.2022.4.22,6.3,13.9,10.1,0,
1012710.2022.4.23,4.3,10.8,7.6,0,
1012710.2022.4.24,5.3,15.4,10.4,1.4,39
1012710.2022.4.25,7.8,12.2,10,3.2,39
1012710.2022.4.26,6,10.5,8.2,0,42
1012710.2022.4.27,5.4,9.2,7.3,0,31
1012710.2022.4.28,5,11.5,8.2,0,
1012710.2022.4.29,6.8,14.4,10.6,0,
1012710.2022.4.30,8.6,12.9,10.8,2,
1012710.2022.5.1,5,12.6,8.8,0,
1012710.2022.5.2,9.4,12.7,11.1,0.6,40
1012710.2022.5.3,8.5,11.3,9.9,0,43
1012710.2022.5.4,7.2,10.5,8.8,1.4,
1012710.2022.5.5,7.7,10.1,8.9,4.8,48
1012710.2022.5.6,7.6,11,9.3,0.2,39
1012710.2022.5.7,7.3,10.5,8.9,0.6,53
1012710.2022.5.8,6,11.2,8.6,0,
1012710.2022.5.9,7.2,11.9,9.5,0,41
1012710.2022.5.10,7.6,12.2,9.9,0,39
1012710.2022.5.11,8.2,12.1,10.2,0,
1012710.2022.5.12,6.3,10.2,8.2,2.6,53
1012710.2022.5.13,6.3,13,9.6,0,34
1012710.2022.5.14,7.9,14.3,11.1,0.6,
1012710.2022.5.15,9.9,13.7,11.8,7.8,
1012710.2022.5.16,9.4,13.4,11.4,0,58
1012710.2022.5.17,7.5,11.9,9.7,0,
1012710.2022.5.18,7.9,11.3,9.6,3,84
1012710.2022.5.19,7.5,13,10.3,0.4,47
1012710.2022.5.20,6.1,16.3,11.2,0,
1012710.2022.5.21,7.5,15.5,11.5,0,
1012710.2022.5.22,8.2,19,13.6,0,31
1012710.2022.5.23,10.9,16.1,13.5,0,36
1012710.2022.5.24,9.5,12.2,10.8,0,
1012710.2022.5.25,9.6,15.1,12.3,0.4,35
1012710.2022.5.26,9.9,12.4,11.2,3.6,
1012710.2022.5.27,10.6,14.4,12.5,3,54
1012710.2022.5.28,10.2,14.3,12.3,0.2,
1012710.2022.5.29,10.3,14.4,12.4,0,49
1012710.2022.5.30,9.9,12.8,11.4,0,36
1012710.2022.5.31,9.8,14.8,12.3,0,
1012710.2022.6.1,10.9,18.4,14.6,0,
1012710.2022.6.2,10.6,17.4,14,0,
1012710.2022.6.3,10.3,16.4,13.4,3,
1012710.2022.6.4,10.1,16.6,13.4,2.8,
1012710.2022.6.5,10.7,17,13.9,0.8,49
1012710.2022.6.6,9.8,14.4,12.1,0,
1012710.2022.6.7,8.8,19.7,14.2,0,34
1012710.2022.6.8,10.7,17.7,14.2,0,
1012710.2022.6.9,10.5,15,12.8,17.8,
1012710.2022.6.10,9.5,16,12.8,1,33
1012710.2022.6.11,10.9,16.9,13.9,0,40
1012710.2022.6.12,11.5,15.1,13.3,0,52
1012710.2022.6.13,10.5,13.9,12.2,0,53
1012710.2022.6.14,9.8,15.2,12.5,0,49
1012710.2022.6.15,9.3,13,11.2,0.6,
1012710.2022.6.16,10.2,15.9,13,0.8,
1012710.2022.6.17,10.1,16.8,13.4,0,48
1012710.2022.6.18,12.5,17.5,15,0,44
1012710.2022.6.19,11.7,17.3,14.5,0,45
1012710.2022.6.20,11.1,17.8,14.5,0,40
1012710.2022.6.21,11,20.8,15.9,0,33
1012710.2022.6.22,11.9,17.8,14.9,0,39
1012710.2022.6.23,10.5,16.2,13.3,0,38
1012710.2022.6.24,10,18.9,14.5,0,
1012710.2022.6.25,12.4,27.8,20.1,0,32
1012710.2022.6.26,13.2,27.4,20.3,0,34
1012710.2022.6.27,13.7,27,20.3,0,
1012710.2022.6.28,12.9,22.5,17.7,0,
1012710.2022.6.29,12.3,16,14.1,0,
1012710.2022.6.30,11.6,19.9,15.7,0,
1012710.2022.7.1,12.8,19.9,16.3,0,38
1012710.2022.7.2,12.8,20,16.4,0,39
1012710.2022.7.3,11.2,15,13.1,13.4,35
1012710.2022.7.4,10.9,15.4,13.1,1,
1012710.2022.7.5,11.1,17.3,14.2,0.2,
1012710.2022.7.6,11.3,20.3,15.8,0,
1012710.2022.7.7,11.8,18.7,15.2,0,32
1012710.2022.7.8,12.3,20.7,16.5,0,
1012710.2022.7.9,13,20.7,16.8,0,38
1012710.2022.7.10,12.4,18.3,15.3,0,32
1012710.2022.7.11,12.7,22,17.3,0,
1012710.2022.7.12,13.5,20,16.7,0,49
1012710.2022.7.13,11.6,18.9,15.3,0,41
1012710.2022.7.14,12.3,21.5,16.9,0,
1012710.2022.7.15,11.5,18.3,14.9,0.2,
1012710.2022.7.16,12.5,19.2,15.8,0,35
1012710.2022.7.17,13,18.2,15.6,0,
1012710.2022.7.18,12.8,17.6,15.2,0.4,34
1012710.2022.7.19,11.2,18.9,15.1,0,
1012710.2022.7.20,12.2,18.7,15.4,0,
1012710.2022.7.21,12.7,22.4,17.6,0,
1012710.2022.7.22,12.4,18.6,15.5,0,46
1012710.2022.7.23,13.3,19.7,16.5,0,
1012710.2022.7.24,11.9,18.7,15.3,0,
1012710.2022.7.25,12.1,22.3,17.2,0,
1012710.2022.7.26,13.5,24.8,19.2,0,
1012710.2022.7.27,14.7,25.4,20.1,0,
1012710.2022.7.28,13.5,22.9,18.2,0,
1012710.2022.7.29,13.3,22.7,18,0,
1012710.2022.7.30,13.5,24.9,19.2,0,
1012710.2022.7.31,13.6,24.5,19.1,0,33
1012710.2022.8.1,13.3,25.3,19.3,0,41
1012710.2022.8.2,12.4,19.8,16.1,0,32
1012710.2022.8.3,12.7,19.7,16.2,0,44
1012710.2022.8.4,14.6,18.9,16.7,0,43
1012710.2022.8.5,12,18.8,15.4,0,
1012710.2022.8.6,12.8,23.4,18.1,0,
1012710.2022.8.7,13.6,22,17.8,0,
1012710.2022.8.8,14.2,22.4,18.3,0,
1012710.2022.8.9,12.9,18.2,15.6,0,
1012710.2022.8.10,13.1,21.3,17.2,0,41
1012710.2022.8.11,13.3,20.5,16.9,0,
1012710.2022.8.12,12.1,22.4,17.2,0,47
1012710.2022.8.13,12.7,20.3,16.5,0,36
1012710.2022.8.14,12.8,20.4,16.6,0,
1012710.2022.8.15,12.4,25.5,18.9,0,35
1012710.2022.8.16,14.2,20.9,17.5,0,
1012710.2022.8.17,12.3,23.8,18,0,
1012710.2022.8.18,13.4,23.2,18.3,0,
1012710.2022.8.19,,,,,
1012710.2022.8.20,12.6,21.4,17,0,
1012710.2022.8.21,12.9,19.5,16.2,0,
1012710.2022.8.22,12.9,25.5,19.2,0,34
1012710.2022.8.23,13.5,21.2,17.3,0,
1012710.2022.8.24,12.9,21.5,17.2,0,
1012710.2022.8.25,13.5,25.5,19.5,0,39
1012710.2022.8.26,13.3,22,17.7,0,45
1012710.2022.8.27,12.8,18.1,15.5,0,33
1012710.2022.8.28,12.9,19,16,0,
1012710.2022.8.29,13,22.1,17.6,0,
1012710.2022.8.30,14.4,22.4,18.4,0,
1012710.2022.8.31,13.2,24.5,18.8,0,38
1012710.2022.9.1,13,23.1,18.1,0,
1012710.2022.9.2,,,,,
1012710.2022.9.8,,,,,
1012710.2022.9.9,10.9,24.9,17.9,0,38
1012710.2022.9.10,12.8,26,19.4,0,37
1012710.2022.9.11,12,21.6,16.8,0,
1012710.2022.9.12,12.5,19.9,16.2,0,31
1012710.2022.9.13,12,18.7,15.4,0,31
1012710.2022.9.14,13,19.2,16.1,0,
1012710.2022.9.15,13.6,18.7,16.1,0,35
1012710.2022.9.16,13,17.2,15.1,0,50
1012710.2022.9.17,11.2,15.7,13.4,0,
1012710.2022.9.18,10.3,17.6,13.9,0,
1012710.2022.9.19,9.4,21.9,15.7,0,36
1012710.2022.9.20,12.3,23.8,18.1,0,45
1012710.2022.9.21,10.6,21.7,16.1,0,
1012710.2022.9.22,12.3,20.8,16.5,0,39
1012710.2022.9.23,12.5,17.3,14.9,0.4,
1012710.2022.9.24,12.4,15.8,14.1,0,
1012710.2022.9.25,11.4,17.6,14.5,0,
1012710.2022.9.26,12,19.5,15.7,0,
1012710.2022.9.27,,,,,
1012710.2022.9.28,12,17.9,15,0.2,
1012710.2022.9.29,11.9,19.3,15.6,0.2,31
1012710.2022.9.30,10.2,15.9,13.1,0,
1012710.2022.10.1,10.6,16.9,13.8,0,
1012710.2022.10.2,11,17.6,14.3,0,
1012710.2022.10.3,11.1,16.5,13.8,0,
1012710.2022.10.4,10,18.8,14.4,0,
1012710.2022.10.5,10,14.4,12.2,0,
1012710.2022.10.6,10.4,16.3,13.3,0,
1012710.2022.10.7,11.3,17.9,14.6,0,
1012710.2022.10.8,10.5,17.2,13.8,0,
1012710.2022.10.9,10.2,17,13.6,0,
1012710.2022.10.10,10.1,17.9,14,0,48
1012710.2022.10.11,8.3,13.1,10.7,0,
1012710.2022.10.12,8.2,15.1,11.7,0,
1012710.2022.10.13,8.7,16.1,12.4,0,
1012710.2022.10.14,9,16.2,12.6,0,
1012710.2022.10.15,9.6,22.6,16.1,0,34
1012710.2022.10.16,11.6,24.1,17.8,0,31
1012710.2022.10.17,8.7,15.1,11.9,0,
1012710.2022.10.18,8.4,14.3,11.3,0,
1012710.2022.10.19,9.2,15.4,12.3,0,
1012710.2022.10.20,9.6,17.8,13.7,0,43
1012710.2022.10.21,8.6,12.3,10.4,1.4,41
1012710.2022.10.22,6.7,11.5,9.1,1.6,
1012710.2022.10.23,5.4,11.2,8.3,2,
1012710.2022.10.24,8.5,12.5,10.5,8.4,49
1012710.2022.10.25,8.6,11,9.8,3.6,39
1012710.2022.10.26,4.8,10.8,7.8,0.6,39
1012710.2022.10.27,8.6,15.5,12,22.4,38
1012710.2022.10.28,8,11.8,9.9,4,
1012710.2022.10.29,8.3,11.4,9.8,0,
1012710.2022.10.30,9.1,11,10.1,41.4,
1012710.2022.10.31,7.9,10.9,9.4,5.8,37
1012710.2022.11.1,3.4,8.9,6.1,0.2,
1012710.2022.11.2,3.6,8.8,6.2,9.6,32
1012710.2022.11.3,2.5,6.9,4.7,9.2,
1012710.2022.11.4,6.3,13.4,9.8,11,88
1012710.2022.11.5,6.4,9.3,7.8,0,58
1012710.2022.11.6,4.5,7.7,6.1,3.4,32
1012710.2022.11.7,-0.1,5.5,2.7,,61
1012710.2022.11.8,0.1,4.9,2.5,,47
1012710.2022.11.9,0.5,6.7,3.6,0,
1012710.2022.11.10,2.5,7.1,4.8,0,
1012710.2022.11.11,4.4,6.3,5.4,0,33
1012710.2022.11.12,3.8,9,6.4,0,
1012710.2022.11.13,4.6,8.4,6.5,0,
1012710.2022.11.14,3.5,9.4,6.4,0,
1012710.2022.11.15,2.5,8.9,5.7,0,
1012710.2022.11.16,1,8,4.5,0,
1012710.2022.11.17,2.8,9.9,6.3,0,44
1012710.2022.11.18,2.4,7.8,5.1,0,
1012710.2022.11.19,1.7,7.5,4.6,0,
1012710.2022.11.20,1.4,7.6,4.5,0.2,
1012710.2022.11.21,5.4,9.5,7.4,0.2,
1012710.2022.11.22,5.8,9.9,7.9,11.2,41
1012710.2022.11.23,6.5,10.4,8.4,0,31
1012710.2022.11.24,4.2,10.7,7.5,0,
1012710.2022.11.25,6.5,9.8,8.1,3.2,39
1012710.2022.11.26,2.4,9.8,6.1,13.6,43
1012710.2022.11.27,4.5,9.7,7.1,2.2,73
1012710.2022.11.28,0.2,5.1,2.6,,36
1012710.2022.11.29,-0.6,7,3.2,,41
1012710.2022.11.30,0.8,6.7,3.8,7.2,60
1012710.2022.12.1,-1.6,2.7,0.6,,43
1012710.2022.12.2,-0.9,5.7,2.4,,36
1012710.2022.12.3,1.2,4.7,2.9,5,45
1012710.2022.12.4,1.9,4.5,3.2,0,41
1012710.2022.12.5,2.8,3.7,3.3,0,
1012710.2022.12.6,2.6,6,4.3,3.6,
1012710.2022.12.7,4.1,7.1,5.6,0,
1012710.2022.12.8,4.2,7.4,5.8,1.4,33
1012710.2022.12.9,2.2,6.5,4.3,0.2,49
1012710.2022.12.10,5.6,9.5,7.6,0.4,45
1012710.2022.12.11,5.4,9.1,7.2,0,
1012710.2022.12.12,3,6.9,5,0.4,
1012710.2022.12.13,2.6,5.6,4.1,0,
1012710.2022.12.14,3.8,6.8,5.3,0,
1012710.2022.12.15,0.6,6.3,3.5,0,
1012710.2022.12.16,1.5,4.2,2.8,0,
1012710.2022.12.17,1.7,3.6,2.6,1.6,
1012710.2022.12.18,-3.8,4.3,0.3,,39
1012710.2022.12.19,-5.2,-2.9,-4.1,,36
1012710.2022.12.20,-4.7,-0.1,-2.4,,39
1012710.2022.12.21,-7.1,-2.5,-4.8,,54
1012710.2022.12.22,-6.7,-2.3,-4.5,,47
1012710.2022.12.23,-3.1,3.1,0,,
1012710.2022.12.24,2.6,11.9,7.3,20.2,48
1012710.2022.12.25,4.2,9.4,6.8,2.4,
1012710.2022.12.26,6.6,12.5,9.6,14,65
1012710.2022.12.27,6.9,9.8,8.3,5,69
1012710.2022.12.28,4.8,8,6.4,0.2,62
1012710.2022.12.29,6.2,8.5,7.4,0.4,
1012710.2022.12.30,6.7,9.1,7.9,8.8,
1012710.2022.12.31,6.1,8.8,7.5,5,40
1012710.2023.1.1,1.4,7.5,4.4,0,
1012710.2023.1.2,4.3,6.1,5.2,0,33
1012710.2023.1.3,4.1,7.3,5.7,0.4,
1012710.2023.1.4,5.1,9.3,7.2,0,34
1012710.2023.1.5,7.5,12.3,9.9,0,42
1012710.2023.1.6,4.9,10.5,7.7,0.6,42
1012710.2023.1.7,6.6,8.8,7.7,5,
1012710.2023.1.8,5.5,8.7,7.1,0.8,
1012710.2023.1.9,5.6,11.5,8.5,4.2,38
1012710.2023.1.10,6.8,10,8.4,0.8,
1012710.2023.1.11,6,11.8,8.9,0,
1012710.2023.1.12,8.7,10.5,9.6,8.6,31
1012710.2023.1.13,8.7,10.7,9.7,1.2,
1012710.2023.1.14,6.9,11.1,9,0.2,34
1012710.2023.1.15,6.2,10.2,8.2,1.2,34
1012710.2023.1.16,5.9,8.8,7.3,2.4,
1012710.2023.1.17,6,7.7,6.9,0.6,
1012710.2023.1.18,4.6,8.3,6.5,0.8,36
1012710.2023.1.19,0.5,6.9,3.7,0,
1012710.2023.1.20,4.1,6,5,0,
1012710.2023.1.21,1.9,5.1,3.5,0.2,33
1012710.2023.1.22,0.5,7.8,4.2,0,
1012710.2023.1.23,4,7.4,5.7,1,
1012710.2023.1.24,5.3,9.8,7.6,1.2,
1012710.2023.1.25,6.2,8.3,7.3,0,
1012710.2023.1.26,6.4,9.3,7.9,0.4,46
1012710.2023.1.27,6.5,9.7,8.1,1.2,45
1012710.2023.1.28,3.4,7.5,5.4,0,65
1012710.2023.1.29,-0.3,4.2,2,,56
1012710.2023.1.30,-1.5,3.4,0.9,,
1012710.2023.1.31,0.8,4.3,2.5,1.6,
1012710.2023.2.1,2.1,6.3,4.2,0.2,
1012710.2023.2.2,2.5,7.4,5,0,
1012710.2023.2.3,5.5,9.5,7.5,2.6,57
1012710.2023.2.4,6.3,9.6,8,1.2,
1012710.2023.2.5,6.9,9.9,8.4,1.2,51
1012710.2023.2.6,7.1,8.8,8,2.8,40
1012710.2023.2.7,5.4,9.8,7.6,21.4,60
1012710.2023.2.8,2,8.2,5.1,1,
1012710.2023.2.9,5.3,8,6.6,2,
1012710.2023.2.10,3.4,9.2,6.3,1.8,41
1012710.2023.2.11,1.9,8.2,5,0,
1012710.2023.2.12,3.9,8.3,6.1,1.2,40
1012710.2023.2.13,2.6,8.6,5.6,3.4,53
1012710.2023.2.14,0.2,7.1,3.6,,
1012710.2023.2.15,-0.4,6.4,3,,
1012710.2023.2.16,3.5,7,5.3,0.6,
1012710.2023.2.17,3.8,8.7,6.3,2.2,
1012710.2023.2.18,5.5,7.4,6.5,0.6,
1012710.2023.2.19,4.2,9.4,6.8,0,57
1012710.2023.2.20,,,,,
1012710.2023.2.21,2.9,7.9,5.4,0.6,76
1012710.2023.2.22,-2.7,3.7,0.5,,66
1012710.2023.2.23,-2.2,0.5,-0.9,,55
1012710.2023.2.24,-3.3,0.6,-1.3,,51
1012710.2023.2.25,-2.6,3.1,0.3,,
1012710.2023.2.26,0.3,4.9,2.6,1.2,57
1012710.2023.2.27,0.9,4.3,2.6,1.2,31
1012710.2023.2.28,0.8,5.9,3.3,3.6,
1012710.2023.3.1,0.1,6.3,3.2,,
1012710.2023.3.2,2.7,8,5.4,6.6,57
1012710.2023.3.3,3.3,6.6,4.9,0.6,43
1012710.2023.3.4,4.1,6.9,5.5,0,47
1012710.2023.3.5,3.7,8,5.8,0,
1012710.2023.3.6,4.3,9,6.6,0,
1012710.2023.3.7,3.1,9.3,6.2,0,
1012710.2023.3.8,1.6,9,5.3,0,
1012710.2023.3.9,5,8.8,6.9,0,
1012710.2023.3.10,4.4,8.5,6.4,3,38
1012710.2023.3.11,3.3,9,6.1,0.4,
1012710.2023.3.12,2.9,7.2,5.1,6.6,
1012710.2023.3.13,4.3,8.8,6.5,1.6,52
1012710.2023.3.14,4,7.9,5.9,0,39
1012710.2023.3.15,4.1,9.4,6.8,0,42
1012710.2023.3.16,2,9.6,5.8,0,34
1012710.2023.3.17,3.9,12.4,8.2,0,31
1012710.2023.3.18,3.7,15,9.3,0,
1012710.2023.3.19,6.3,13.1,9.7,0,
1012710.2023.3.20,7.7,11.6,9.6,0.4,
1012710.2023.3.21,6.1,11,8.6,0,
1012710.2023.3.22,3.3,12.4,7.9,0.2,37
1012710.2023.3.23,4.9,10.1,7.5,0.6,60
1012710.2023.3.24,3.3,7.4,5.3,0.2,44
1012710.2023.3.25,3.3,8.5,5.9,0,40
1012710.2023.3.26,2.2,8.7,5.4,3.4,
1012710.2023.3.27,3.9,10.6,7.2,0.2,37
1012710.2023.3.28,7.2,14.9,11.1,0,49
1012710.2023.3.29,6.6,13.7,10.2,0,
1012710.2023.3.30,3.4,10.9,7.2,0,40
1012710.2023.3.31,5.5,8.3,6.9,0.8,35
1012710.2023.4.1,3.6,6.5,5,1.4,56
1012710.2023.4.2,3.1,7.1,5.1,4.2,
1012710.2023.4.3,3.2,9.4,6.3,0.2,42
1012710.2023.4.4,1.9,8.7,5.3,0,
1012710.2023.4.5,1.1,10.3,5.7,0,
1012710.2023.4.6,8,11,9.5,0,32
1012710.2023.4.7,8.3,11.7,10,0.2,44
1012710.2023.4.8,7.1,10.3,8.7,0,
